timestamp,price,volume
2023-06-30T00:00:00Z,30185.97,34596758364
2023-06-30T01:00:00Z,30335.35,36165935553
2023-06-30T02:00:00Z,30240.07,34252599799
2023-06-30T03:00:00Z,30427.97,35946810390
2023-06-30T04:00:00Z,30445.78,33785228905
2023-06-30T05:00:00Z,30368.25,33527194293
2023-06-30T06:00:00Z,30593.58,35171732275
2023-06-30T07:00:00Z,30450.74,36250471982
2023-06-30T08:00:00Z,30490.49,34368519645
2023-06-30T09:00:00Z,30585.99,35022117465
2023-06-30T10:00:00Z,30688.62,35022228184
2023-06-30T11:00:00Z,30414.16,35838978050
2023-06-30T12:00:00Z,30591.69,33460786568
2023-06-30T13:00:00Z,30891.25,35586830240
2023-06-30T14:00:00Z,30637.17,34600258750
2023-06-30T15:00:00Z,30709.94,36713210613
2023-06-30T16:00:00Z,31012.35,36399220348
2023-06-30T17:00:00Z,31089.25,34225109395
2023-06-30T18:00:00Z,31351.47,36500864507
2023-06-30T19:00:00Z,31084.62,33607600619
2023-06-30T20:00:00Z,30991.12,33822447497
2023-06-30T21:00:00Z,31298.76,35509643631
2023-06-30T22:00:00Z,31453.51,34991688794
2023-06-30T23:00:00Z,31240.08,34443088819
2023-07-01T00:00:00Z,31528.67,34543433589
2023-07-01T01:00:00Z,31448.8,33835707751
2023-07-01T02:00:00Z,31474.82,36721644075
2023-07-01T03:00:00Z,31335.58,36542002891
2023-07-01T04:00:00Z,31233.71,35002040014
2023-07-01T05:00:00Z,31008.65,33260810262
2023-07-01T06:00:00Z,31042.08,33803663847
2023-07-01T07:00:00Z,30827.35,33868932837
2023-07-01T08:00:00Z,31054.02,36475471053
2023-07-01T09:00:00Z,31356.04,35155973198
2023-07-01T10:00:00Z,31410.53,36531500079
2023-07-01T11:00:00Z,31702.94,33377425315
2023-07-01T12:00:00Z,31406.98,36565942640
2023-07-01T13:00:00Z,31538.74,35190157260
2023-07-01T14:00:00Z,31782.62,33305009372
2023-07-01T15:00:00Z,31742.78,33329792669
2023-07-01T16:00:00Z,32043.65,35107856170
2023-07-01T17:00:00Z,32094.87,35170274145
2023-07-01T18:00:00Z,31959.02,35088386354
2023-07-01T19:00:00Z,31711.32,36263235713
2023-07-01T20:00:00Z,31446.7,34636853904
2023-07-01T21:00:00Z,31584.39,34026567336
2023-07-01T22:00:00Z,31390.77,33956299765
2023-07-01T23:00:00Z,31606.87,36183305998
2023-07-02T00:00:00Z,31786.69,36377532530
2023-07-02T01:00:00Z,31619.65,34361933757
2023-07-02T02:00:00Z,31583.07,35630504966
2023-07-02T03:00:00Z,31288.42,36650358794
2023-07-02T04:00:00Z,31131.74,33865305329
2023-07-02T05:00:00Z,31405.2,33664912441
2023-07-02T06:00:00Z,31336.96,36197518570
2023-07-02T07:00:00Z,31361.99,36732806025
2023-07-02T08:00:00Z,31507.96,35781912171
2023-07-02T09:00:00Z,31426.05,33666331967
2023-07-02T10:00:00Z,31716.21,34501117998
2023-07-02T11:00:00Z,31487.13,35928214229
2023-07-02T12:00:00Z,31212.96,35753547969
2023-07-02T13:00:00Z,31083.59,35450351979
2023-07-02T14:00:00Z,30892.62,35678968073
2023-07-02T15:00:00Z,30854.72,36591336699
2023-07-02T16:00:00Z,30989.5,33967483757
2023-07-02T17:00:00Z,31158.99,33945472715
2023-07-02T18:00:00Z,30854.22,34216635020
2023-07-02T19:00:00Z,30553.9,34088721272
2023-07-02T20:00:00Z,30682.52,36740132930
2023-07-02T21:00:00Z,30644.33,35077219355
2023-07-02T22:00:00Z,30857.21,36254966035
2023-07-02T23:00:00Z,30923.93,34247375377
2023-07-03T00:00:00Z,30993.0,33965000986
2023-07-03T01:00:00Z,30800.79,34358589822
2023-07-03T02:00:00Z,31091.98,35649168221
2023-07-03T03:00:00Z,31114.19,34925152670
2023-07-03T04:00:00Z,30876.29,35505060661
2023-07-03T05:00:00Z,31165.45,35036640347
2023-07-03T06:00:00Z,31056.69,34907744284
2023-07-03T07:00:00Z,31262.59,33269218792
2023-07-03T08:00:00Z,31243.9,34085168556
2023-07-03T09:00:00Z,31269.27,35297568744
2023-07-03T10:00:00Z,31410.53,34688655243
2023-07-03T11:00:00Z,31341.42,35676799261
2023-07-03T12:00:00Z,31262.65,33478526915
2023-07-03T13:00:00Z,31538.16,34391159264
2023-07-03T14:00:00Z,31328.29,34270917852
2023-07-03T15:00:00Z,31262.39,34066127511
2023-07-03T16:00:00Z,31397.48,34364844760
2023-07-03T17:00:00Z,31115.59,34458266426
2023-07-03T18:00:00Z,30940.31,33971702359
2023-07-03T19:00:00Z,30678.88,34385287994
2023-07-03T20:00:00Z,30455.25,33992953548
2023-07-03T21:00:00Z,30409.74,34046039491
2023-07-03T22:00:00Z,30141.62,34267953033
2023-07-03T23:00:00Z,29903.85,35119230684
2023-07-04T00:00:00Z,29628.67,36659843626
2023-07-04T01:00:00Z,29420.93,34660931458
2023-07-04T02:00:00Z,29616.08,34162219306
2023-07-04T03:00:00Z,29461.36,33614819382
2023-07-04T04:00:00Z,29550.6,35661643372
2023-07-04T05:00:00Z,29401.19,36175039627
2023-07-04T06:00:00Z,29351.5,35111216514
2023-07-04T07:00:00Z,29176.23,35562589627
2023-07-04T08:00:00Z,29331.07,35531141877
2023-07-04T09:00:00Z,29064.02,33390261757
2023-07-04T10:00:00Z,29294.39,36506037612
2023-07-04T11:00:00Z,29524.04,33348344259
2023-07-04T12:00:00Z,29305.52,35216726438
2023-07-04T13:00:00Z,29433.09,35589038398
2023-07-04T14:00:00Z,29507.82,33607508805
2023-07-04T15:00:00Z,29685.73,34880623341
2023-07-04T16:00:00Z,29740.67,34978278140
2023-07-04T17:00:00Z,29508.28,36219074072
2023-07-04T18:00:00Z,29749.27,34495608429
2023-07-04T19:00:00Z,29454.08,34636298155
2023-07-04T20:00:00Z,29184.5,36321662416
2023-07-04T21:00:00Z,28914.94,33692040058
2023-07-04T22:00:00Z,28630.1,35550911627
2023-07-04T23:00:00Z,28565.53,35524340250
2023-07-05T00:00:00Z,28448.09,36046166031
2023-07-05T01:00:00Z,28568.84,36693298855
2023-07-05T02:00:00Z,28586.54,35171237441
2023-07-05T03:00:00Z,28333.76,36239177576
2023-07-05T04:00:00Z,28499.75,35972587011
2023-07-05T05:00:00Z,28540.03,36746400244
2023-07-05T06:00:00Z,28600.34,36053623846
2023-07-05T07:00:00Z,28790.59,36694291039
2023-07-05T08:00:00Z,29060.35,33986539007
2023-07-05T09:00:00Z,29327.29,34705709376
2023-07-05T10:00:00Z,29550.49,33777650517
2023-07-05T11:00:00Z,29286.41,36074711819
2023-07-05T12:00:00Z,29463.84,35492203616
2023-07-05T13:00:00Z,29203.03,33260413870
2023-07-05T14:00:00Z,28958.87,34417487196
2023-07-05T15:00:00Z,29045.33,33873322345
2023-07-05T16:00:00Z,29320.52,33370298039
2023-07-05T17:00:00Z,29162.36,33689929803
2023-07-05T18:00:00Z,29098.93,33832872197
2023-07-05T19:00:00Z,29235.12,34505329944
2023-07-05T20:00:00Z,29172.2,35737321665
2023-07-05T21:00:00Z,29401.18,35250774783
2023-07-05T22:00:00Z,29148.46,34908329900
2023-07-05T23:00:00Z,29191.98,35769871087
2023-07-06T00:00:00Z,29169.07,34375934149
2023-07-06T01:00:00Z,28918.42,33844753593
2023-07-06T02:00:00Z,28660.02,36341978390
2023-07-06T03:00:00Z,28505.11,34298934533
2023-07-06T04:00:00Z,28448.8,36271252057
2023-07-06T05:00:00Z,28401.06,35233801442
2023-07-06T06:00:00Z,28648.75,36183756020
2023-07-06T07:00:00Z,28586.92,34107889616
2023-07-06T08:00:00Z,28777.12,33898914035
2023-07-06T09:00:00Z,28962.24,34979966119
2023-07-06T10:00:00Z,29040.8,33672188719
2023-07-06T11:00:00Z,28778.72,34585701972
2023-07-06T12:00:00Z,28613.9,33524339611
2023-07-06T13:00:00Z,28602.07,35297217976
2023-07-06T14:00:00Z,28364.68,35626029355
2023-07-06T15:00:00Z,28519.38,36257429145
2023-07-06T16:00:00Z,28376.55,33657560610
2023-07-06T17:00:00Z,28334.43,34207827408
2023-07-06T18:00:00Z,28415.49,33357867656
2023-07-06T19:00:00Z,28574.09,33729778080
2023-07-06T20:00:00Z,28819.69,35917710751
2023-07-06T21:00:00Z,28667.61,35624845335
2023-07-06T22:00:00Z,28610.73,35068737338
2023-07-06T23:00:00Z,28413.22,36255652111
2023-07-07T00:00:00Z,28659.39,36660360704
2023-07-07T01:00:00Z,28741.4,33619202363
2023-07-07T02:00:00Z,28901.79,35253918339
2023-07-07T03:00:00Z,29046.78,33930415074
2023-07-07T04:00:00Z,28829.5,33983912483
2023-07-07T05:00:00Z,28825.22,35526194262
2023-07-07T06:00:00Z,28586.98,33763985431
2023-07-07T07:00:00Z,28545.07,35588105639
2023-07-07T08:00:00Z,28265.1,34555451674
2023-07-07T09:00:00Z,28327.85,36115834803
2023-07-07T10:00:00Z,28467.52,34208672816
2023-07-07T11:00:00Z,28451.65,34151537370
2023-07-07T12:00:00Z,28292.11,35661050817
2023-07-07T13:00:00Z,28129.91,36189886929
2023-07-07T14:00:00Z,27876.5,34017862908
2023-07-07T15:00:00Z,28069.75,33267139031
