timestamp,price,volume
2023-06-30T00:00:00Z,2018.73,19076339944
2023-06-30T01:00:00Z,2017.73,20018566013
2023-06-30T02:00:00Z,2019.31,19083936049
2023-06-30T03:00:00Z,2013.7,20584088618
2023-06-30T04:00:00Z,1993.59,19822253453
2023-06-30T05:00:00Z,2005.84,20653531781
2023-06-30T06:00:00Z,2023.84,19761944249
2023-06-30T07:00:00Z,2040.96,20574340101
2023-06-30T08:00:00Z,2023.9,19414775633
2023-06-30T09:00:00Z,2012.44,20121244392
2023-06-30T10:00:00Z,2007.68,19386547436
2023-06-30T11:00:00Z,2019.11,20136420070
2023-06-30T12:00:00Z,2022.97,19036943129
2023-06-30T13:00:00Z,2052.79,19681266832
2023-06-30T14:00:00Z,2055.18,20722951831
2023-06-30T15:00:00Z,2055.15,20730015128
2023-06-30T16:00:00Z,2056.56,19884304598
2023-06-30T17:00:00Z,2027.41,19896696003
2023-06-30T18:00:00Z,2018.35,19162023550
2023-06-30T19:00:00Z,2039.14,19172952822
2023-06-30T20:00:00Z,2050.11,19749217673
2023-06-30T21:00:00Z,2068.17,20201726221
2023-06-30T22:00:00Z,2048.91,19864201677
2023-06-30T23:00:00Z,2071.55,19185323986
2023-07-01T00:00:00Z,2043.66,20864204122
2023-07-01T01:00:00Z,2023.87,20902916621
2023-07-01T02:00:00Z,2011.84,19965863118
2023-07-01T03:00:00Z,2035.73,19393491517
2023-07-01T04:00:00Z,2017.63,19948656793
2023-07-01T05:00:00Z,2031.57,19565395044
2023-07-01T06:00:00Z,2046.99,19956951612
2023-07-01T07:00:00Z,2033.09,19439515640
2023-07-01T08:00:00Z,2053.83,20785463817
2023-07-01T09:00:00Z,2061.93,19704494240
2023-07-01T10:00:00Z,2082.75,20039303788
2023-07-01T11:00:00Z,2087.9,19820661772
2023-07-01T12:00:00Z,2072.23,19393784814
2023-07-01T13:00:00Z,2077.54,20960610913
2023-07-01T14:00:00Z,2051.08,20048446673
2023-07-01T15:00:00Z,2037.47,19302641502
2023-07-01T16:00:00Z,2057.21,19084473670
2023-07-01T17:00:00Z,2071.64,19962784635
2023-07-01T18:00:00Z,2099.11,19120983358
2023-07-01T19:00:00Z,2073.85,19967306255
2023-07-01T20:00:00Z,2104.43,19735673971
2023-07-01T21:00:00Z,2095.33,19555262462
2023-07-01T22:00:00Z,2077.94,19662550519
2023-07-01T23:00:00Z,2073.3,19078996874
2023-07-02T00:00:00Z,2070.54,20690925698
2023-07-02T01:00:00Z,2071.74,19534252230
2023-07-02T02:00:00Z,2098.14,20080001438
2023-07-02T03:00:00Z,2111.1,20495730592
2023-07-02T04:00:00Z,2122.72,20219453527
2023-07-02T05:00:00Z,2101.25,19127561625
2023-07-02T06:00:00Z,2098.11,19216616260
2023-07-02T07:00:00Z,2083.07,19260028028
2023-07-02T08:00:00Z,2112.59,20005082846
2023-07-02T09:00:00Z,2083.05,19554975015
2023-07-02T10:00:00Z,2057.49,20286495156
2023-07-02T11:00:00Z,2080.03,19360747153
2023-07-02T12:00:00Z,2106.09,20429133557
2023-07-02T13:00:00Z,2090.03,19913526422
2023-07-02T14:00:00Z,2083.16,20626874342
2023-07-02T15:00:00Z,2111.93,20011407413
2023-07-02T16:00:00Z,2131.31,19869903036
2023-07-02T17:00:00Z,2127.01,19092165740
2023-07-02T18:00:00Z,2120.39,19710180582
2023-07-02T19:00:00Z,2122.91,20759653836
2023-07-02T20:00:00Z,2136.75,19060394931
2023-07-02T21:00:00Z,2130.1,19683643892
2023-07-02T22:00:00Z,2135.97,20509500835
2023-07-02T23:00:00Z,2161.76,19957496007
2023-07-03T00:00:00Z,2193.75,20546925177
2023-07-03T01:00:00Z,2202.43,19629973810
2023-07-03T02:00:00Z,2173.35,19848750827
2023-07-03T03:00:00Z,2169.94,20663370096
2023-07-03T04:00:00Z,2176.37,19362856802
2023-07-03T05:00:00Z,2161.49,19106665104
2023-07-03T06:00:00Z,2192.18,19536798371
2023-07-03T07:00:00Z,2163.62,19500723069
2023-07-03T08:00:00Z,2174.61,20198759688
2023-07-03T09:00:00Z,2148.0,19470605718
2023-07-03T10:00:00Z,2134.44,19494221868
2023-07-03T11:00:00Z,2116.73,20355488122
2023-07-03T12:00:00Z,2109.74,20757848467
2023-07-03T13:00:00Z,2105.4,20171252114
2023-07-03T14:00:00Z,2119.05,19818651463
2023-07-03T15:00:00Z,2140.52,20457000392
2023-07-03T16:00:00Z,2150.38,19278009253
2023-07-03T17:00:00Z,2128.11,19603689700
2023-07-03T18:00:00Z,2144.07,20264337749
2023-07-03T19:00:00Z,2151.12,19916915848
2023-07-03T20:00:00Z,2166.33,20756592278
2023-07-03T21:00:00Z,2183.38,19689840111
2023-07-03T22:00:00Z,2212.18,19550580295
2023-07-03T23:00:00Z,2226.45,19293404408
2023-07-04T00:00:00Z,2208.34,19169925914
2023-07-04T01:00:00Z,2178.55,19933053124
2023-07-04T02:00:00Z,2197.76,19233402281
2023-07-04T03:00:00Z,2179.5,19569835434
2023-07-04T04:00:00Z,2211.01,20188984317
2023-07-04T05:00:00Z,2194.11,20758074337
2023-07-04T06:00:00Z,2191.32,20050462357
2023-07-04T07:00:00Z,2183.36,19232077142
2023-07-04T08:00:00Z,2173.18,20159589271
2023-07-04T09:00:00Z,2190.15,20811674230
2023-07-04T10:00:00Z,2175.65,19218138818
2023-07-04T11:00:00Z,2191.7,20485179066
2023-07-04T12:00:00Z,2219.16,19453342522
2023-07-04T13:00:00Z,2198.83,20314718322
2023-07-04T14:00:00Z,2211.13,20728800737
2023-07-04T15:00:00Z,2223.12,19214774403
2023-07-04T16:00:00Z,2193.83,19552290382
2023-07-04T17:00:00Z,2192.75,19012204597
2023-07-04T18:00:00Z,2162.71,20522275050
2023-07-04T19:00:00Z,2183.56,20229437278
2023-07-04T20:00:00Z,2176.79,19217324019
2023-07-04T21:00:00Z,2167.21,19802872411
2023-07-04T22:00:00Z,2146.6,19653229738
2023-07-04T23:00:00Z,2162.7,20134708044
2023-07-05T00:00:00Z,2138.18,20178446221
2023-07-05T01:00:00Z,2130.92,20468467703
2023-07-05T02:00:00Z,2144.57,19187512754
2023-07-05T03:00:00Z,2122.27,20535212924
2023-07-05T04:00:00Z,2107.19,19894000012
2023-07-05T05:00:00Z,2134.66,19327121141
2023-07-05T06:00:00Z,2147.54,19595722652
2023-07-05T07:00:00Z,2165.39,20947233179
2023-07-05T08:00:00Z,2175.11,19998008204
2023-07-05T09:00:00Z,2190.2,19673654362
2023-07-05T10:00:00Z,2174.42,19365938571
2023-07-05T11:00:00Z,2175.28,20764713378
2023-07-05T12:00:00Z,2170.15,20465696106
2023-07-05T13:00:00Z,2165.93,19657078569
2023-07-05T14:00:00Z,2193.0,20255800087
2023-07-05T15:00:00Z,2179.52,20810214107
2023-07-05T16:00:00Z,2211.6,19237030843
2023-07-05T17:00:00Z,2188.99,19886774098
2023-07-05T18:00:00Z,2208.41,20646268470
2023-07-05T19:00:00Z,2224.26,19361888949
2023-07-05T20:00:00Z,2242.43,20983924759
2023-07-05T21:00:00Z,2232.02,20750977208
